donation_id,region,donation_year,donation_date,donor_full_name,donor_type,amount,political_party,party_leader,leader_change
6459,Federal,2018,2018-09-08,phtuzSTWlN,Individuals,188.31,New Democratic Party,Leader 2,FALSE
6460,Federal,2018,2018-09-08,HJOeHiwcCI,Individuals,18.46,Conservative Party of Canada,Leader 2,FALSE
6461,Federal,2018,2018-09-08,kDktUzxkyp,Individuals,45.83,Liberal Party of Canada,Leader 2,FALSE
6462,Federal,2018,2018-09-09,jwcwemfAkH,Individuals,557.79,New Democratic Party,Leader 2,FALSE
6463,Federal,2018,2018-09-09,VyJRRaSUHA,Individuals,119.78,Conservative Party of Canada,Leader 2,FALSE
6464,Federal,2018,2018-09-09,qIzZfXsKbO,Individuals,233.69,New Democratic Party,Leader 2,FALSE
6465,Federal,2018,2018-09-10,rkjowXIkkR,Individuals,188.61,New Democratic Party,Leader 2,FALSE
6466,Federal,2018,2018-09-10,zcJXUqeMOo,Individuals,392.58,Conservative Party of Canada,Leader 2,FALSE
6467,Federal,2018,2018-09-10,MyqhqHhtVf,Individuals,181.17,Conservative Party of Canada,Leader 2,FALSE
6468,Federal,2018,2018-09-10,IfWOIpYtgJ,Individuals,1.63,Liberal Party of Canada,Leader 2,FALSE
6469,Federal,2018,2018-09-11,GuMRzCrJdQ,Individuals,212.1,New Democratic Party,Leader 2,FALSE
6470,Federal,2018,2018-09-12,eGpMKPuMtl,Individuals,444.18,New Democratic Party,Leader 2,FALSE
6471,Federal,2018,2018-09-12,VSjlQUzYJX,Individuals,38.45,Liberal Party of Canada,Leader 2,FALSE
6472,Federal,2018,2018-09-13,grWMhhSkUx,Individuals,103.31,Liberal Party of Canada,Leader 2,FALSE
6473,Federal,2018,2018-09-13,tsmzQhdHyl,Individuals,420.35,Liberal Party of Canada,Leader 2,FALSE
6474,Federal,2018,2018-09-13,HFXnkXbtRV,Individuals,545.11,Liberal Party of Canada,Leader 2,FALSE
6475,Federal,2018,2018-09-16,PVGBhsrfty,Individuals,296.19,Liberal Party of Canada,Leader 2,FALSE
6476,Federal,2018,2018-09-16,QaCPiMWTqN,Individuals,49.21,Liberal Party of Canada,Leader 2,FALSE
6477,Federal,2018,2018-09-17,NXyKNyZfoN,Individuals,424.42,Conservative Party of Canada,Leader 2,FALSE
6478,Federal,2018,2018-09-18,gwfSsptPcQ,Individuals,24.42,Liberal Party of Canada,Leader 2,FALSE
6479,Federal,2018,2018-09-18,fynGhAWMMJ,Individuals,410.06,Conservative Party of Canada,Leader 2,FALSE
6480,Federal,2018,2018-09-19,mmugjdOGpG,Individuals,63.71,New Democratic Party,Leader 2,FALSE
6481,Federal,2018,2018-09-19,PXzoVHQKak,Individuals,801.38,Conservative Party of Canada,Leader 2,FALSE
6482,Federal,2018,2018-09-20,LUUoOovIgg,Individuals,5.26,Conservative Party of Canada,Leader 2,FALSE
6483,Federal,2018,2018-09-21,fHZDoAVECg,Individuals,581.63,Conservative Party of Canada,Leader 2,FALSE
6484,Federal,2018,2018-09-21,iIjAEjvjRY,Individuals,162.22,Liberal Party of Canada,Leader 2,FALSE
6485,Federal,2018,2018-09-21,eqkTsPHxkI,Individuals,219.36,Conservative Party of Canada,Leader 2,FALSE
6486,Federal,2018,2018-09-21,jxjAPKgiFN,Individuals,145.41,Liberal Party of Canada,Leader 2,FALSE
6487,Federal,2018,2018-09-22,LlelnsBgiZ,Individuals,14.96,Liberal Party of Canada,Leader 2,FALSE
6488,Federal,2018,2018-09-23,TTcrwnWzjB,Individuals,270.28,Liberal Party of Canada,Leader 2,FALSE
6489,Federal,2018,2018-09-23,GBEVbxTVwT,Individuals,197.94,New Democratic Party,Leader 2,FALSE
6490,Federal,2018,2018-09-24,oDkuCGIZiP,Individuals,96.22,Liberal Party of Canada,Leader 2,FALSE
6491,Federal,2018,2018-09-26,gnRnNAkeTd,Individuals,269.79,Conservative Party of Canada,Leader 2,FALSE
6492,Federal,2018,2018-09-26,pbymasOrhm,Individuals,16.09,Conservative Party of Canada,Leader 2,FALSE
6493,Federal,2018,2018-09-27,SUoSqaekBE,Individuals,33.94,New Democratic Party,Leader 2,FALSE
6494,Federal,2018,2018-09-27,WGZDZsPHbP,Individuals,14.69,Liberal Party of Canada,Leader 2,FALSE
6495,Federal,2018,2018-09-28,mmfekDxDTE,Individuals,185.73,Conservative Party of Canada,Leader 2,FALSE
6496,Federal,2018,2018-09-28,XdwCiBRjue,Individuals,215.02,Liberal Party of Canada,Leader 2,FALSE
6497,Federal,2018,2018-09-29,JRugZVIOZP,Individuals,31.82,Liberal Party of Canada,Leader 2,FALSE
6498,Federal,2018,2018-09-29,RzBcOTJiXq,Individuals,26.77,Conservative Party of Canada,Leader 2,FALSE
6499,Federal,2018,2018-09-29,ihMqsDToTJ,Individuals,73.68,Liberal Party of Canada,Leader 2,FALSE
6500,Federal,2018,2018-09-30,XqgYTlibVI,Individuals,29.75,Conservative Party of Canada,Leader 2,FALSE
6501,Federal,2018,2018-09-30,xfARtlxleu,Individuals,15.47,Liberal Party of Canada,Leader 2,FALSE
6502,Federal,2018,2018-09-30,GNjusieAxj,Individuals,357.4,New Democratic Party,Leader 2,FALSE
6503,Federal,2018,2018-09-30,fpAddnhgod,Individuals,64.5,Conservative Party of Canada,Leader 2,FALSE
6504,Federal,2018,2018-10-01,hUPATOPvAa,Individuals,239.09,Liberal Party of Canada,Leader 2,FALSE
6505,Federal,2018,2018-10-02,bXPooelEIZ,Individuals,81.21,Conservative Party of Canada,Leader 2,FALSE
6506,Federal,2018,2018-10-02,DlQzgUnCPG,Individuals,258.99,Conservative Party of Canada,Leader 2,FALSE
6507,Federal,2018,2018-10-03,xdSfAvNJDA,Individuals,8.71,Liberal Party of Canada,Leader 2,FALSE
6508,Federal,2018,2018-10-03,KfuGjuSNIi,Individuals,388.8,Liberal Party of Canada,Leader 2,FALSE
6509,Federal,2018,2018-10-04,yLpCgdsSoO,Individuals,5.55,New Democratic Party,Leader 2,FALSE
6510,Federal,2018,2018-10-07,JCxmPCIDwr,Individuals,233.77,Conservative Party of Canada,Leader 2,FALSE
6511,Federal,2018,2018-10-07,egEKdqCgag,Individuals,35.8,Liberal Party of Canada,Leader 2,FALSE
6512,Federal,2018,2018-10-08,eAFdYMEuiG,Individuals,335.83,Liberal Party of Canada,Leader 2,FALSE
6513,Federal,2018,2018-10-09,PHDkTUjJEn,Individuals,120.81,Conservative Party of Canada,Leader 2,FALSE
6514,Federal,2018,2018-10-09,QHuxcRPVWi,Individuals,34.01,New Democratic Party,Leader 2,FALSE
6515,Federal,2018,2018-10-10,pXdEifaQca,Individuals,352.86,Conservative Party of Canada,Leader 2,FALSE
6516,Federal,2018,2018-10-12,fvfTdEDbUq,Individuals,8.88,Liberal Party of Canada,Leader 2,FALSE
6517,Federal,2018,2018-10-13,ZdwcJBsvUm,Individuals,468.26,Liberal Party of Canada,Leader 2,FALSE
6518,Federal,2018,2018-10-13,kschWruQCy,Individuals,119.4,Liberal Party of Canada,Leader 2,FALSE
6519,Federal,2018,2018-10-13,EcvtDCCaeZ,Individuals,833.15,Conservative Party of Canada,Leader 2,FALSE
6520,Federal,2018,2018-10-13,EpxxGjHYUW,Individuals,108.36,New Democratic Party,Leader 2,FALSE
6521,Federal,2018,2018-10-14,IfRKIODddg,Individuals,301.01,Liberal Party of Canada,Leader 2,FALSE
6522,Federal,2018,2018-10-15,hJVJRxVrza,Individuals,1026.62,Conservative Party of Canada,Leader 2,FALSE
6523,Federal,2018,2018-10-16,DGeFXTDUFq,Individuals,199.71,Liberal Party of Canada,Leader 2,FALSE
6524,Federal,2018,2018-10-16,btluDruZdy,Individuals,64.28,New Democratic Party,Leader 2,FALSE
6525,Federal,2018,2018-10-16,XyhhsSdbwP,Individuals,157.14,New Democratic Party,Leader 2,FALSE
6526,Federal,2018,2018-10-16,QsBmxMpqJx,Individuals,104.39,Liberal Party of Canada,Leader 2,FALSE
6527,Federal,2018,2018-10-16,atANebUBKj,Individuals,286.08,Liberal Party of Canada,Leader 2,FALSE
6528,Federal,2018,2018-10-17,mmYqiITjAP,Individuals,620.57,Liberal Party of Canada,Leader 2,FALSE
6529,Federal,2018,2018-10-17,HQXriRMfVb,Individuals,59.23,Conservative Party of Canada,Leader 2,FALSE
6530,Federal,2018,2018-10-17,xMAbbePUsY,Individuals,54.42,New Democratic Party,Leader 2,FALSE
6531,Federal,2018,2018-10-17,VdYIHujOMp,Individuals,450.11,Liberal Party of Canada,Leader 2,FALSE
6532,Federal,2018,2018-10-17,cwgtnztvyV,Individuals,124.49,Liberal Party of Canada,Leader 2,FALSE
6533,Federal,2018,2018-10-18,tPIWpxOpyy,Individuals,45.56,Liberal Party of Canada,Leader 2,FALSE
6534,Federal,2018,2018-10-19,jEXEtWrRaO,Individuals,97.26,Liberal Party of Canada,Leader 2,FALSE
6535,Federal,2018,2018-10-19,VyzJwvoQuR,Individuals,221.38,Liberal Party of Canada,Leader 2,FALSE
6536,Federal,2018,2018-10-19,nvLsqZNuRj,Individuals,153.41,New Democratic Party,Leader 2,FALSE
6537,Federal,2018,2018-10-20,spMDGRZPBj,Individuals,57.63,New Democratic Party,Leader 2,FALSE
6538,Federal,2018,2018-10-20,OVXGdyzKEu,Individuals,135.64,New Democratic Party,Leader 2,FALSE
6539,Federal,2018,2018-10-20,yoODMdtFUp,Individuals,350.97,Conservative Party of Canada,Leader 2,FALSE
6540,Federal,2018,2018-10-20,EIHdmdtyge,Individuals,129.65,New Democratic Party,Leader 2,FALSE
6541,Federal,2018,2018-10-20,sbqMHVXUsS,Individuals,260.29,New Democratic Party,Leader 2,FALSE
6542,Federal,2018,2018-10-22,WVxgcGpxwC,Individuals,106.71,Conservative Party of Canada,Leader 2,FALSE
6543,Federal,2018,2018-10-24,NKoHarfhkC,Individuals,21.93,Liberal Party of Canada,Leader 2,FALSE
6544,Federal,2018,2018-10-24,pIKXcLloPL,Individuals,224.06,New Democratic Party,Leader 2,FALSE
6545,Federal,2018,2018-10-24,KUNJcZlvnw,Individuals,293.76,Liberal Party of Canada,Leader 2,FALSE
6546,Federal,2018,2018-10-24,KLGzZUNJft,Individuals,23.7,Conservative Party of Canada,Leader 2,FALSE
6547,Federal,2018,2018-10-24,XfHmhbsFOA,Individuals,105.77,New Democratic Party,Leader 2,FALSE
6548,Federal,2018,2018-10-24,HoaDKRBGJa,Individuals,154.11,New Democratic Party,Leader 2,FALSE
6549,Federal,2018,2018-10-26,bpxZfrPtwd,Individuals,326.1,Conservative Party of Canada,Leader 2,FALSE
6550,Federal,2018,2018-10-27,aOazznoiuy,Individuals,495.27,Conservative Party of Canada,Leader 2,FALSE
6551,Federal,2018,2018-10-28,NWBGImudfa,Individuals,306.2,Liberal Party of Canada,Leader 2,FALSE
6552,Federal,2018,2018-10-29,QZcRWzycTN,Individuals,9.75,Conservative Party of Canada,Leader 2,FALSE
6553,Federal,2018,2018-10-29,KWHPCFYisr,Individuals,211.07,Conservative Party of Canada,Leader 2,FALSE
6554,Federal,2018,2018-10-31,wUtdPglXUu,Individuals,556,Liberal Party of Canada,Leader 2,FALSE
6555,Federal,2018,2018-10-31,pXKkKUtEOz,Individuals,27.9,Conservative Party of Canada,Leader 2,FALSE
6556,Federal,2018,2018-10-31,lrJuOrlhPv,Individuals,317.46,Conservative Party of Canada,Leader 2,FALSE
6557,Federal,2018,2018-10-31,hnYIGgKhds,Individuals,147.78,Liberal Party of Canada,Leader 2,FALSE
6558,Federal,2018,2018-11-01,MYOnQpgJFy,Individuals,34.7,Conservative Party of Canada,Leader 2,FALSE
6559,Federal,2018,2018-11-01,EoYBQJmHRu,Individuals,377.4,Liberal Party of Canada,Leader 2,FALSE
6560,Federal,2018,2018-11-01,xjGKfhAedY,Individuals,268.91,Conservative Party of Canada,Leader 2,FALSE
6561,Federal,2018,2018-11-01,kkADEGMxmJ,Individuals,331.22,New Democratic Party,Leader 2,FALSE
6562,Federal,2018,2018-11-01,kXaddJtOzh,Individuals,256.72,Conservative Party of Canada,Leader 2,FALSE
6563,Federal,2018,2018-11-02,sikLKhWwcG,Individuals,251.09,Liberal Party of Canada,Leader 2,FALSE
6564,Federal,2018,2018-11-02,tJFSTriJdX,Individuals,291.78,New Democratic Party,Leader 2,FALSE
6565,Federal,2018,2018-11-02,FvMdPPayWk,Individuals,42.29,New Democratic Party,Leader 2,FALSE
6566,Federal,2018,2018-11-03,RWhvLggcAG,Individuals,93.94,Liberal Party of Canada,Leader 2,FALSE
6567,Federal,2018,2018-11-03,kNRTGNSyck,Individuals,148.02,New Democratic Party,Leader 2,FALSE
6568,Federal,2018,2018-11-03,oxYXJbUchl,Individuals,132.69,New Democratic Party,Leader 2,FALSE
6569,Federal,2018,2018-11-04,mtTOjxamvw,Individuals,65.29,Liberal Party of Canada,Leader 2,FALSE
6570,Federal,2018,2018-11-05,XwLDWwOcyO,Individuals,84.18,Conservative Party of Canada,Leader 2,FALSE
6571,Federal,2018,2018-11-05,TDnehVOzwW,Individuals,271.54,Conservative Party of Canada,Leader 2,FALSE
6572,Federal,2018,2018-11-05,tcmSkYygsY,Individuals,384.9,New Democratic Party,Leader 2,FALSE
6573,Federal,2018,2018-11-06,rUKvsfgapf,Individuals,616.31,New Democratic Party,Leader 2,FALSE
6574,Federal,2018,2018-11-06,TJouOdkcal,Individuals,257.39,Liberal Party of Canada,Leader 2,FALSE
6575,Federal,2018,2018-11-07,VolWkIaXIj,Individuals,254.55,Conservative Party of Canada,Leader 2,FALSE
6576,Federal,2018,2018-11-08,ZgPfHNstyI,Individuals,36.52,Liberal Party of Canada,Leader 2,FALSE
6577,Federal,2018,2018-11-09,aOUiAMBQSZ,Individuals,348.67,Liberal Party of Canada,Leader 2,FALSE
6578,Federal,2018,2018-11-09,YpjvPXKVdN,Individuals,373.71,New Democratic Party,Leader 2,FALSE
6579,Federal,2018,2018-11-09,XnYyUoSeGj,Individuals,338.36,New Democratic Party,Leader 2,FALSE
6580,Federal,2018,2018-11-09,ucVhusUHZo,Individuals,176.31,Conservative Party of Canada,Leader 2,FALSE
6581,Federal,2018,2018-11-10,opIQGZuxFX,Individuals,97.9,Liberal Party of Canada,Leader 2,FALSE
6582,Federal,2018,2018-11-10,PLarTArVjU,Individuals,268.39,Liberal Party of Canada,Leader 2,FALSE
6583,Federal,2018,2018-11-11,HUVdNLTymZ,Individuals,119.6,Conservative Party of Canada,Leader 2,FALSE
6584,Federal,2018,2018-11-12,UfdyytLnOL,Individuals,9.96,Liberal Party of Canada,Leader 2,FALSE
6585,Federal,2018,2018-11-12,JJgwiCwiHI,Individuals,160.39,Conservative Party of Canada,Leader 2,FALSE
6586,Federal,2018,2018-11-14,uJtHgSXzjm,Individuals,125.13,Liberal Party of Canada,Leader 2,FALSE
6587,Federal,2018,2018-11-14,vecjGysTjK,Individuals,264.87,New Democratic Party,Leader 2,FALSE
6588,Federal,2018,2018-11-15,bnhtMTpldB,Individuals,361.52,New Democratic Party,Leader 2,FALSE
6589,Federal,2018,2018-11-15,KvzxmqInZB,Individuals,39.49,Liberal Party of Canada,Leader 2,FALSE
6590,Federal,2018,2018-11-16,rvipuWInxR,Individuals,272.4,New Democratic Party,Leader 2,FALSE
6591,Federal,2018,2018-11-16,cDMRZBdDkf,Individuals,86,Conservative Party of Canada,Leader 2,FALSE
6592,Federal,2018,2018-11-16,WAvjaHjgHT,Individuals,138.1,Liberal Party of Canada,Leader 2,FALSE
6593,Federal,2018,2018-11-16,DiczfIEjNq,Individuals,154.26,Liberal Party of Canada,Leader 2,FALSE
6594,Federal,2018,2018-11-16,qpffjWslmf,Individuals,622.54,Conservative Party of Canada,Leader 2,FALSE
6595,Federal,2018,2018-11-17,SDfJWUMOUi,Individuals,226.63,Liberal Party of Canada,Leader 2,FALSE
6596,Federal,2018,2018-11-18,gclQAFvhQu,Individuals,55.82,Liberal Party of Canada,Leader 2,FALSE
6597,Federal,2018,2018-11-18,JzuUOGDDDR,Individuals,314.13,New Democratic Party,Leader 2,FALSE
6598,Federal,2018,2018-11-19,vdcwCVYovn,Individuals,51.98,Conservative Party of Canada,Leader 2,FALSE
6599,Federal,2018,2018-11-19,lIaiwMFwZQ,Individuals,802.2,Liberal Party of Canada,Leader 2,FALSE
6600,Federal,2018,2018-11-20,nYsxtMBQlb,Individuals,30.62,Liberal Party of Canada,Leader 2,FALSE
6601,Federal,2018,2018-11-20,GYilJRosyU,Individuals,377.09,New Democratic Party,Leader 2,FALSE
6602,Federal,2018,2018-11-20,NavKeByxAn,Individuals,67.62,New Democratic Party,Leader 2,FALSE
6603,Federal,2018,2018-11-22,KyWcpUtdsw,Individuals,14.01,Conservative Party of Canada,Leader 2,FALSE
6604,Federal,2018,2018-11-24,AUOAKKAASV,Individuals,362.5,New Democratic Party,Leader 2,FALSE
6605,Federal,2018,2018-11-24,gpCSLbdsPA,Individuals,210.69,Liberal Party of Canada,Leader 2,FALSE
6606,Federal,2018,2018-11-25,TwcarScSAa,Individuals,120.62,Conservative Party of Canada,Leader 2,FALSE
6607,Federal,2018,2018-11-25,PCxtcBxjzq,Individuals,576.21,Liberal Party of Canada,Leader 2,FALSE
6608,Federal,2018,2018-11-25,yhxlgDOEFl,Individuals,399.41,New Democratic Party,Leader 2,FALSE
6609,Federal,2018,2018-11-27,mulofpGQRh,Individuals,89.7,Liberal Party of Canada,Leader 2,FALSE
6610,Federal,2018,2018-11-27,TlyajjuaOM,Individuals,956.42,Liberal Party of Canada,Leader 2,FALSE
6611,Federal,2018,2018-11-27,ZtCSTusqeM,Individuals,362.14,Conservative Party of Canada,Leader 2,FALSE
6612,Federal,2018,2018-11-27,zNPqKklNpX,Individuals,38.76,Liberal Party of Canada,Leader 2,FALSE
6613,Federal,2018,2018-11-28,QHIOQvNCRn,Individuals,78.9,Liberal Party of Canada,Leader 2,FALSE
6614,Federal,2018,2018-11-28,MvYkdJHvCm,Individuals,162.91,New Democratic Party,Leader 2,FALSE
6615,Federal,2018,2018-11-28,ACNqMhJiWE,Individuals,331.99,Liberal Party of Canada,Leader 2,FALSE
6616,Federal,2018,2018-11-28,PtJYcgFNmu,Individuals,2.12,New Democratic Party,Leader 2,FALSE
6617,Federal,2018,2018-11-28,spWDMmAhBa,Individuals,54.83,Liberal Party of Canada,Leader 2,FALSE
6618,Federal,2018,2018-11-29,EmbqvHawPV,Individuals,47.42,Conservative Party of Canada,Leader 2,FALSE
6619,Federal,2018,2018-11-29,HUQnZCKkWt,Individuals,0.86,Liberal Party of Canada,Leader 2,FALSE
6620,Federal,2018,2018-12-02,rlNFTeMnIM,Individuals,31.77,New Democratic Party,Leader 2,FALSE
6621,Federal,2018,2018-12-04,CEBkPmtNzE,Individuals,237.04,New Democratic Party,Leader 2,FALSE
6622,Federal,2018,2018-12-05,fXfzSvrbqq,Individuals,65.8,Conservative Party of Canada,Leader 2,FALSE
6623,Federal,2018,2018-12-05,JeoWVdAxDg,Individuals,328.01,Liberal Party of Canada,Leader 2,FALSE
6624,Federal,2018,2018-12-06,AhDZImVVrV,Individuals,40.12,Liberal Party of Canada,Leader 2,FALSE
6625,Federal,2018,2018-12-08,CbZcKrvXHK,Individuals,2.68,New Democratic Party,Leader 2,FALSE
6626,Federal,2018,2018-12-10,YoKjEwhgwp,Individuals,87.06,New Democratic Party,Leader 2,FALSE
6627,Federal,2018,2018-12-10,YAIIdVNNNp,Individuals,140.76,Liberal Party of Canada,Leader 2,FALSE
6628,Federal,2018,2018-12-10,CAfdHUptfY,Individuals,39.56,New Democratic Party,Leader 2,FALSE
6629,Federal,2018,2018-12-10,WJkGzBSMNV,Individuals,20.21,New Democratic Party,Leader 2,FALSE
6630,Federal,2018,2018-12-11,AiwaJKEsoI,Individuals,96.76,New Democratic Party,Leader 2,FALSE
6631,Federal,2018,2018-12-11,qQriHNgzhg,Individuals,113.4,Conservative Party of Canada,Leader 2,FALSE
6632,Federal,2018,2018-12-11,akmaxdpUAR,Individuals,538.1,Liberal Party of Canada,Leader 2,FALSE
6633,Federal,2018,2018-12-11,icKFQTkBmC,Individuals,152.45,Conservative Party of Canada,Leader 2,FALSE
6634,Federal,2018,2018-12-11,zkqgjgqEjV,Individuals,661.97,Liberal Party of Canada,Leader 2,FALSE
6635,Federal,2018,2018-12-11,ovimgRdQCa,Individuals,393.46,Liberal Party of Canada,Leader 2,FALSE
6636,Federal,2018,2018-12-11,PfNTvXKdtn,Individuals,64.15,New Democratic Party,Leader 2,FALSE
6637,Federal,2018,2018-12-12,bBTWwydbFJ,Individuals,464.32,New Democratic Party,Leader 2,FALSE
6638,Federal,2018,2018-12-12,FmhOWUmfLy,Individuals,289.01,Conservative Party of Canada,Leader 2,FALSE
6639,Federal,2018,2018-12-12,UQdNeAVMct,Individuals,503.48,Liberal Party of Canada,Leader 2,FALSE
6640,Federal,2018,2018-12-13,hzMyxGuTzu,Individuals,73.92,Liberal Party of Canada,Leader 2,FALSE
6641,Federal,2018,2018-12-13,fYVrJrFaVc,Individuals,206.07,New Democratic Party,Leader 2,FALSE
6642,Federal,2018,2018-12-14,FiTYOCEVrj,Individuals,267.53,New Democratic Party,Leader 2,FALSE
6643,Federal,2018,2018-12-14,doTYzgTzwl,Individuals,197.45,New Democratic Party,Leader 2,FALSE
6644,Federal,2018,2018-12-15,sgCpWAlkNM,Individuals,240.1,Conservative Party of Canada,Leader 2,FALSE
6645,Federal,2018,2018-12-15,ftZZxgyCXV,Individuals,201.06,New Democratic Party,Leader 2,FALSE
6646,Federal,2018,2018-12-16,sSWFLquDYI,Individuals,101.58,New Democratic Party,Leader 2,FALSE
6647,Federal,2018,2018-12-16,iXZcGelgeg,Individuals,188.39,New Democratic Party,Leader 2,FALSE
6648,Federal,2018,2018-12-16,uHkfSnLOcN,Individuals,56.65,Conservative Party of Canada,Leader 2,FALSE
6649,Federal,2018,2018-12-17,nFYNrebPBy,Individuals,28.57,Conservative Party of Canada,Leader 2,FALSE
6650,Federal,2018,2018-12-18,XiGEWePRyO,Individuals,159.36,New Democratic Party,Leader 2,FALSE
6651,Federal,2018,2018-12-18,mgFDbJrATP,Individuals,29.53,Conservative Party of Canada,Leader 2,FALSE
6652,Federal,2018,2018-12-19,sMCBVlfNuw,Individuals,547.19,New Democratic Party,Leader 2,FALSE
6653,Federal,2018,2018-12-19,dwWyrrYtWj,Individuals,288.41,New Democratic Party,Leader 2,FALSE
6654,Federal,2018,2018-12-19,PzIcFORfvp,Individuals,157.69,Conservative Party of Canada,Leader 2,FALSE
6655,Federal,2018,2018-12-21,dBWCfuFvOH,Individuals,56.67,Conservative Party of Canada,Leader 2,FALSE
6656,Federal,2018,2018-12-21,xAZnJFrhEx,Individuals,76.38,Conservative Party of Canada,Leader 2,FALSE
6657,Federal,2018,2018-12-22,JnAyPDOXSD,Individuals,214.27,New Democratic Party,Leader 2,FALSE
6658,Federal,2018,2018-12-22,SHTKSWgpRl,Individuals,93.66,New Democratic Party,Leader 2,FALSE
6659,Federal,2018,2018-12-22,oeHIYAdQHW,Individuals,347.52,New Democratic Party,Leader 2,FALSE
6660,Federal,2018,2018-12-22,vtPFVsdwbU,Individuals,233.52,Conservative Party of Canada,Leader 2,FALSE
6661,Federal,2018,2018-12-22,vlFVqxbXQK,Individuals,293.72,Conservative Party of Canada,Leader 2,FALSE
6662,Federal,2018,2018-12-23,lqDqCyHwQo,Individuals,402.96,New Democratic Party,Leader 2,FALSE
6663,Federal,2018,2018-12-24,yEWZuThGpY,Individuals,147.35,New Democratic Party,Leader 2,FALSE
6664,Federal,2018,2018-12-25,TOirLlFGUv,Individuals,824.47,New Democratic Party,Leader 2,FALSE
6665,Federal,2018,2018-12-28,cOzGsjYitA,Individuals,215.15,Conservative Party of Canada,Leader 2,FALSE
6666,Federal,2018,2018-12-28,JynGznfZZq,Individuals,135.66,Liberal Party of Canada,Leader 2,FALSE
6667,Federal,2018,2018-12-28,YrppsbDruw,Individuals,16.73,New Democratic Party,Leader 2,FALSE
6668,Federal,2018,2018-12-30,dZFmQtBJHa,Individuals,19.59,New Democratic Party,Leader 2,FALSE
6669,Federal,2018,2018-12-30,krXyOuTjYp,Individuals,128.08,New Democratic Party,Leader 2,FALSE
6670,Federal,2018,2018-12-30,BquzXpwYKd,Individuals,173.53,New Democratic Party,Leader 2,FALSE
6671,Federal,2018,2018-12-31,vPnQKNTeLJ,Individuals,78.95,Conservative Party of Canada,Leader 2,FALSE
6672,Federal,2019,2019-01-01,ithOtjxsPW,Individuals,81.64,Liberal Party of Canada,Leader 3,TRUE
6673,Federal,2019,2019-01-03,nYWAFCqHud,Individuals,267.56,New Democratic Party,Leader 2,FALSE
6674,Federal,2019,2019-01-04,kAboZwwfCP,Individuals,202.87,Liberal Party of Canada,Leader 3,TRUE
6675,Federal,2019,2019-01-07,gMDmgLkAdm,Individuals,177.86,New Democratic Party,Leader 2,FALSE
6676,Federal,2019,2019-01-08,eOpZudiEDF,Individuals,521.11,New Democratic Party,Leader 2,FALSE
6677,Federal,2019,2019-01-10,ZiycULywrC,Individuals,926.4,Conservative Party of Canada,Leader 2,FALSE
6678,Federal,2019,2019-01-11,fafnEnwmke,Individuals,1143.12,New Democratic Party,Leader 2,FALSE
6679,Federal,2019,2019-01-13,WpUNWkARLY,Individuals,248.9,New Democratic Party,Leader 2,FALSE
6680,Federal,2019,2019-01-13,rfnmQkwjuM,Individuals,17.81,New Democratic Party,Leader 2,FALSE
6681,Federal,2019,2019-01-14,AtfDVdQShr,Individuals,168.22,New Democratic Party,Leader 2,FALSE
6682,Federal,2019,2019-01-15,QMAasCRPKh,Individuals,447.66,Liberal Party of Canada,Leader 3,TRUE
6683,Federal,2019,2019-01-15,YutNEoemJF,Individuals,67.5,Conservative Party of Canada,Leader 2,FALSE
6684,Federal,2019,2019-01-15,NxXRyEcIvn,Individuals,3.94,Conservative Party of Canada,Leader 2,FALSE
6685,Federal,2019,2019-01-17,oeCtjmrYjQ,Individuals,17.45,Conservative Party of Canada,Leader 2,FALSE
6686,Federal,2019,2019-01-17,aVzaETBxjs,Individuals,353.59,New Democratic Party,Leader 2,FALSE
6687,Federal,2019,2019-01-17,nQyuoVGGxB,Individuals,168.16,New Democratic Party,Leader 2,FALSE
6688,Federal,2019,2019-01-18,MTyfYwAgEV,Individuals,105.3,New Democratic Party,Leader 2,FALSE
6689,Federal,2019,2019-01-18,jSBHqoeByO,Individuals,876.19,Conservative Party of Canada,Leader 2,FALSE
6690,Federal,2019,2019-01-19,zKFnBVDKgf,Individuals,62.97,New Democratic Party,Leader 2,FALSE
6691,Federal,2019,2019-01-19,PyQTFxfRHk,Individuals,188.37,New Democratic Party,Leader 2,FALSE
6692,Federal,2019,2019-01-20,cmmSOagDZT,Individuals,195.01,Conservative Party of Canada,Leader 2,FALSE
6693,Federal,2019,2019-01-20,HhBdFjnsjA,Individuals,162.46,Liberal Party of Canada,Leader 3,TRUE
6694,Federal,2019,2019-01-21,hbKvxqefJC,Individuals,175.72,Liberal Party of Canada,Leader 3,TRUE
6695,Federal,2019,2019-01-21,PXrrsFTOID,Individuals,444.94,New Democratic Party,Leader 2,FALSE
6696,Federal,2019,2019-01-22,LoBCiqhCxy,Individuals,112.08,Liberal Party of Canada,Leader 3,TRUE
6697,Federal,2019,2019-01-22,qFTBzgIWRO,Individuals,47.83,Conservative Party of Canada,Leader 2,FALSE
6698,Federal,2019,2019-01-23,JFIjDTSxsy,Individuals,74.66,Conservative Party of Canada,Leader 2,FALSE
6699,Federal,2019,2019-01-24,JbovQgFlXa,Individuals,29.02,New Democratic Party,Leader 2,FALSE
6700,Federal,2019,2019-01-24,WAyRxoMaIA,Individuals,47.79,Liberal Party of Canada,Leader 3,TRUE
6701,Federal,2019,2019-01-24,kCVQMgUHrX,Individuals,250.52,New Democratic Party,Leader 2,FALSE
